,trajectory_id,trace_number,longitude (degree_east),latitude (degree_north),date,time_UTC,surface_altitude (m),land_ice_thickness (m),bedrock_altitude (m),two_way_travel_time (m),aircraft_altitude (m),along_track_distance (m),easting,northing,project,geometry
94,144977,,-118.4083,-76.6418,,,1763.0,687.0,1076.0,,,,-1282203.4000568958,-693524.8566983537,,POINT (-1282203.4000568958 -693524.8566983537)
95,144976,,-118.4151,-76.6434,,,1765.0,716.0,1049.0,,,,-1281966.1695787075,-693593.2132597929,,POINT (-1281966.1695787075 -693593.2132597929)
96,144975,,-118.4368,-76.6451,,,1768.0,777.0,991.0,,,,-1281538.8286064146,-693989.5769120497,,POINT (-1281538.8286064146 -693989.5769120497)
97,144974,,-118.4501,-76.6451,,,1772.0,732.0,1040.0,,,,-1281377.6991196678,-694287.0402702716,,POINT (-1281377.6991196678 -694287.0402702716)
98,144973,,-118.4652,-76.64841,,,1776.0,726.0,1050.0,,,,-1280874.3585491052,-694451.0485223588,,POINT (-1280874.3585491052 -694451.0485223588)
99,144972,,-118.4836,-76.6501,,,1781.0,728.0,1053.0,,,,-1280487.7581068042,-694773.6310150921,,POINT (-1280487.7581068042 -694773.6310150921)
100,144971,,-118.4952,-76.6501,,,1787.0,741.0,1046.0,,,,-1280347.0692505636,-695032.8620121334,,POINT (-1280347.0692505636 -695032.8620121334)
101,144970,,-118.4986,-76.6517,,,1795.0,799.0,996.0,,,,-1280151.0354869114,-695024.8002931393,,POINT (-1280151.0354869114 -695024.8002931393)
102,144969,,-118.5403,-76.6534,,,1807.0,855.0,952.0,,,,-1279480.4597571832,-695866.9034345148,,POINT (-1279480.4597571832 -695866.9034345148)
103,144968,,-118.5654,-76.65511,,,1817.0,863.0,954.0,,,,-1279010.170110646,-696337.3407904191,,POINT (-1279010.170110646 -696337.3407904191)
104,144967,,-118.5788,-76.65511,,,1819.0,924.0,895.0,,,,-1278847.2798504164,-696636.449121582,,POINT (-1278847.2798504164 -696636.449121582)
105,144966,,-118.6021,-76.65669,,,1826.0,1148.0,678.0,,,,-1278411.1778115148,-697073.1872235727,,POINT (-1278411.1778115148 -697073.1872235727)
106,144965,,-118.6239,-76.66,,,1830.0,1294.0,536.0,,,,-1277826.0307798006,-697384.9983575835,,POINT (-1277826.0307798006 -697384.9983575835)
107,144964,,-118.6339,-76.6617,,,1834.0,1222.0,612.0,,,,-1277540.0475477492,-697518.3339012194,,POINT (-1277540.0475477492 -697518.3339012194)
108,144963,,-118.6673,-76.66341,,,1839.0,1176.0,663.0,,,,-1276968.0590655426,-698172.6444514446,,POINT (-1276968.0590655426 -698172.6444514446)
109,144962,,-118.674,-76.66341,,,1841.0,1157.0,684.0,,,,-1276886.4080785885,-698321.9645679941,,POINT (-1276886.4080785885 -698321.9645679941)
110,144961,,-118.689,-76.6651,,,1843.0,1160.0,683.0,,,,-1276540.3499902622,-698566.9232876129,,POINT (-1276540.3499902622 -698566.9232876129)
111,144960,,-118.7174,-76.66499,,,1849.0,1278.0,571.0,,,,-1276204.5512694872,-699205.402712837,,POINT (-1276204.5512694872 -699205.402712837)
112,144959,,-118.7374,-76.6667,,,1852.0,1308.0,544.0,,,,-1275795.3563408973,-699560.3380648794,,POINT (-1275795.3563408973 -699560.3380648794)
113,144958,,-118.7608,-76.6684,,,1858.0,1170.0,688.0,,,,-1275345.498628045,-699991.2845959692,,POINT (-1275345.498628045 -699991.2845959692)
114,144957,,-118.7742,-76.6684,,,1860.0,1231.0,629.0,,,,-1275181.7539051557,-700289.5357553925,,POINT (-1275181.7539051557 -700289.5357553925)
115,144956,,-118.7993,-76.67171,,,1860.0,1356.0,504.0,,,,-1274555.562687973,-700672.5723507003,,POINT (-1274555.562687973 -700672.5723507003)
116,144955,,-118.8026,-76.6734,,,1861.0,1545.0,316.0,,,,-1274352.1906991727,-700656.3529634472,,POINT (-1274352.1906991727 -700656.3529634472)
117,144954,,-118.8227,-76.67329000000001,,,1862.0,1456.0,406.0,,,,-1274116.9225233546,-701109.2042812791,,POINT (-1274116.9225233546 -701109.2042812791)
118,145010,,-117.8286,-76.6035,,,1596.0,1121.0,475.0,,,,-1292883.2121146307,-682484.9658201317,,POINT (-1292883.2121146307 -682484.9658201317)
119,145009,,-117.8503,-76.6035,,,1602.0,929.0,673.0,,,,-1292624.6374628372,-682974.5788551874,,POINT (-1292624.6374628372 -682974.5788551874)
120,145008,,-117.8654,-76.6035,,,1608.0,774.0,834.0,,,,-1292444.598232633,-683315.2195272982,,POINT (-1292444.598232633 -683315.2195272982)
121,145007,,-117.8671,-76.6035,,,1615.0,662.0,953.0,,,,-1292424.3232930412,-683353.5668297022,,POINT (-1292424.3232930412 -683353.5668297022)
122,145006,,-117.9021,-76.6035,,,1624.0,540.0,1084.0,,,,-1292006.6452414708,-684142.9363738488,,POINT (-1292006.6452414708 -684142.9363738488)
123,145005,,-117.9072,-76.60519000000001,,,1629.0,629.0,1000.0,,,,-1291781.3265700554,-684170.8568391802,,POINT (-1291781.3265700554 -684170.8568391802)
124,145004,,-117.9255,-76.6035,,,1631.0,765.0,866.0,,,,-1291727.1287032869,-684670.5439189812,,POINT (-1291727.1287032869 -684670.5439189812)
125,145003,,-117.964,-76.60519000000001,,,1640.0,1040.0,600.0,,,,-1291102.4411831733,-685451.1240008291,,POINT (-1291102.4411831733 -685451.1240008291)
126,145002,,-117.9774,-76.60519000000001,,,1643.0,888.0,755.0,,,,-1290942.0965965835,-685753.0606989422,,POINT (-1290942.0965965835 -685753.0606989422)
127,145001,,-118.0041,-76.60519000000001,,,1648.0,647.0,1001.0,,,,-1290622.3935164697,-686354.5689925641,,POINT (-1290622.3935164697 -686354.5689925641)
128,145000,,-118.0224,-76.60519000000001,,,1651.0,586.0,1065.0,,,,-1290403.1092985647,-686766.7526429525,,POINT (-1290403.1092985647 -686766.7526429525)
129,144999,,-118.0308,-76.60519000000001,,,1655.0,575.0,1080.0,,,,-1290302.4101664636,-686955.928238315,,POINT (-1290302.4101664636 -686955.928238315)
130,144998,,-118.0592,-76.6051,,,1663.0,685.0,978.0,,,,-1289970.4893924363,-687600.0731797419,,POINT (-1289970.4893924363 -687600.0731797419)
131,144997,,-118.0642,-76.6051,,,1667.0,657.0,1010.0,,,,-1289910.4800545992,-687712.6417228793,,POINT (-1289910.4800545992 -687712.6417228793)
132,144996,,-118.0826,-76.6068,,,1671.0,647.0,1024.0,,,,-1289524.4409148172,-688038.7473163788,,POINT (-1289524.4409148172 -688038.7473163788)
133,144995,,-118.0993,-76.6068,,,1673.0,697.0,976.0,,,,-1289323.8434986256,-688414.5757545342,,POINT (-1289323.8434986256 -688414.5757545342)
134,144994,,-118.1059,-76.6068,,,1675.0,793.0,882.0,,,,-1289244.535278322,-688563.09063175,,POINT (-1289244.535278322 -688563.09063175)
135,144993,,-118.1227,-76.6068,,,1675.0,913.0,762.0,,,,-1289042.5826166146,-688941.0872683177,,POINT (-1289042.5826166146 -688941.0872683177)
136,144992,,-118.1478,-76.6068,,,1680.0,1075.0,605.0,,,,-1288740.6492477267,-689505.721877572,,POINT (-1288740.6492477267 -689505.721877572)
137,144991,,-118.1578,-76.60851,,,1684.0,950.0,734.0,,,,-1288454.313696217,-689641.8016474573,,POINT (-1288454.313696217 -689641.8016474573)
138,144990,,-118.1745,-76.61010999999999,,,1684.0,869.0,815.0,,,,-1288097.9760711475,-689934.1504016179,,POINT (-1288097.9760711475 -689934.1504016179)
139,144989,,-118.1845,-76.61010999999999,,,1689.0,785.0,904.0,,,,-1287977.5402274397,-690158.9553998862,,POINT (-1287977.5402274397 -690158.9553998862)
140,144988,,-118.2028,-76.6151,,,1690.0,656.0,1034.0,,,,-1287272.9146486758,-690310.6773466808,,POINT (-1287272.9146486758 -690310.6773466808)
141,144987,,-118.2263,-76.61681,,,1702.0,655.0,1047.0,,,,-1286823.8083826315,-690749.5629950034,,POINT (-1286823.8083826315 -690749.5629950034)
142,144986,,-118.2413,-76.6201,,,1709.0,698.0,1011.0,,,,-1286323.8516827486,-690915.0463678429,,POINT (-1286323.8516827486 -690915.0463678429)
143,144985,,-118.2647,-76.6201,,,1726.0,518.0,1208.0,,,,-1286041.5698411455,-691440.3324553339,,POINT (-1286041.5698411455 -691440.3324553339)
144,144984,,-118.2798,-76.6218,,,1735.0,423.0,1312.0,,,,-1285694.48861438,-691690.5711925211,,POINT (-1285694.48861438 -691690.5711925211)
145,144983,,-118.2998,-76.6235,,,1741.0,316.0,1425.0,,,,-1285288.1851237903,-692050.5971470987,,POINT (-1285288.1851237903 -692050.5971470987)
146,152011,,-118.3031,-76.6284,,,1744.0,331.0,1413.0,,,,-1284773.3885600425,-691868.8638908645,,POINT (-1284773.3885600425 -691868.8638908645)
147,18147,,-128.405,-75.8,,,1892.0,326.0,1566.0,,,,-1215026.0180007974,-963190.4068055454,,POINT (-1215026.0180007974 -963190.4068055454)
148,18148,,-128.7167,-75.81333000000001,,,2021.0,87.0,1934.0,,,,-1208621.2469556048,-968866.7242446962,,POINT (-1208621.2469556048 -968866.7242446962)
149,18149,,-128.8917,-75.84333000000001,,,1932.0,815.0,1117.0,,,,-1203081.7083016955,-970476.8411915656,,POINT (-1203081.7083016955 -970476.8411915656)
150,18150,,-129.0583,-75.87334,,,1894.0,1275.0,619.0,,,,-1197685.4363914647,-971886.0329069005,,POINT (-1197685.4363914647 -971886.0329069005)
151,18151,,-129.2667,-75.885,,,1891.0,1596.0,295.0,,,,-1193147.2347467006,-975422.2344241146,,POINT (-1193147.2347467006 -975422.2344241146)
152,18152,,-129.4333,-75.91666,,,1888.0,1546.0,342.0,,,,-1187610.051728145,-976670.3882646175,,POINT (-1187610.051728145 -976670.3882646175)
153,18153,,-129.6167,-75.94833,,,1846.0,1705.0,141.0,,,,-1181788.2634879975,-978240.6104973387,,POINT (-1181788.2634879975 -978240.6104973387)
154,18154,,-129.7833,-75.97667,,,1842.0,1737.0,105.0,,,,-1176538.1101172953,-979673.7642865707,,POINT (-1176538.1101172953 -979673.7642865707)
155,18155,,-130.0,-75.99834,,,1838.0,1542.0,296.0,,,,-1170994.6506836293,-982581.1794992012,,POINT (-1170994.6506836293 -982581.1794992012)
156,18156,,-130.1333,-76.03333,,,1874.0,1370.0,504.0,,,,-1165756.898958145,-982816.9945210476,,POINT (-1165756.898958145 -982816.9945210476)
157,18157,,-130.495,-76.08334,,,1893.0,1378.0,515.0,,,,-1155337.8959100775,-986577.4276480954,,POINT (-1155337.8959100775 -986577.4276480954)
158,18158,,-130.6667,-76.11166,,,1896.0,1401.0,495.0,,,,-1150008.927486631,-988001.4403290766,,POINT (-1150008.927486631 -988001.4403290766)
159,18159,,-131.0317,-76.16333,,,1908.0,2104.0,-196.0,,,,-1139396.5828718352,-991569.627092193,,POINT (-1139396.5828718352 -991569.627092193)
160,1465443,,-128.6167,-75.805,,,1928.0,234.0,1694.0,,,,-1211028.08524185,-967329.0734396126,,POINT (-1211028.08524185 -967329.0734396126)
161,1465444,,-130.315,-76.04333000000001,,,1879.0,1488.0,391.0,,,,-1161793.8730064442,-985795.880783313,,POINT (-1161793.8730064442 -985795.880783313)
162,1465445,,-130.85,-76.14,,,1903.0,1810.0,93.0,,,,-1144479.954378512,-989632.7987207298,,POINT (-1144479.954378512 -989632.7987207298)
163,1465446,,-131.2083,-76.19,,,1942.0,2120.0,-178.0,,,,-1134124.1148247493,-993140.8488933366,,POINT (-1134124.1148247493 -993140.8488933366)
164,18146,,-128.0667,-75.79166,,,1964.0,710.0,1254.0,,,,-1221415.9607399132,-956566.6458052138,,POINT (-1221415.9607399132 -956566.6458052138)
165,18145,,-127.8,-75.8,,,1954.0,869.0,1085.0,,,,-1225128.6539683721,-950307.195283057,,POINT (-1225128.6539683721 -950307.195283057)
166,18144,,-127.4,-75.81667,,,1988.0,762.0,1226.0,,,,-1230272.8631019976,-940614.6286831,,POINT (-1230272.8631019976 -940614.6286831)
167,18143,,-127.2083,-75.8,,,2023.0,831.0,1192.0,,,,-1234877.0805375231,-937604.7035634099,,POINT (-1234877.0805375231 -937604.7035634099)
168,18142,,-126.825,-75.77167,,,1908.0,1153.0,755.0,,,,-1243622.5497431906,-931195.1231803602,,POINT (-1243622.5497431906 -931195.1231803602)
169,18141,,-126.4167,-75.75667,,,1826.0,1397.0,429.0,,,,-1251557.936466119,-923291.2889510032,,POINT (-1251557.936466119 -923291.2889510032)
170,18140,,-126.2267,-75.74167,,,1795.0,1665.0,130.0,,,,-1255947.2467190775,-920113.5199144406,,POINT (-1255947.2467190775 -920113.5199144406)
171,18139,,-125.8367,-75.72,,,1673.0,1926.0,-253.0,,,,-1264118.5921661458,-912942.547335324,,POINT (-1264118.5921661458 -912942.547335324)
172,18138,,-125.635,-75.71167,,,1647.0,1955.0,-308.0,,,,-1268071.2932885103,-909022.0485001884,,POINT (-1268071.2932885103 -909022.0485001884)
173,18137,,-125.3417,-75.78333,,,1763.0,1501.0,262.0,,,,-1266261.4880699727,-897947.421279401,,POINT (-1266261.4880699727 -897947.421279401)
174,18136,,-125.0633,-75.85667,,,1818.0,1707.0,111.0,,,,-1263990.3626122102,-887138.3058050112,,POINT (-1263990.3626122102 -887138.3058050112)
175,18135,,-124.91,-75.89,,,1937.0,1693.0,244.0,,,,-1263345.959175112,-881650.1899252487,,POINT (-1263345.959175112 -881650.1899252487)
176,18134,,-124.6317,-75.965,,,1981.0,1629.0,352.0,,,,-1260810.2536943587,-870804.6664823096,,POINT (-1260810.2536943587 -870804.6664823096)
177,18133,,-124.3083,-76.01334,,,2074.0,763.0,1311.0,,,,-1261303.9677080228,-860670.9962104616,,POINT (-1261303.9677080228 -860670.9962104616)
178,18132,,-124.095,-76.03166999999999,,,2072.0,491.0,1581.0,,,,-1262826.2613964546,-854836.9470171132,,POINT (-1262826.2613964546 -854836.9470171132)
179,18131,,-123.7,-76.01666999999999,,,2074.0,852.0,1222.0,,,,-1270064.9572156188,-847028.0334731555,,POINT (-1270064.9572156188 -847028.0334731555)
180,18130,,-123.5,-76.01167,,,2034.0,1270.0,764.0,,,,-1273473.4608281692,-842893.6962880723,,POINT (-1273473.4608281692 -842893.6962880723)
181,18129,,-123.2917,-76.01666999999999,,,2031.0,1306.0,725.0,,,,-1276068.7314399113,-837955.8924417486,,POINT (-1276068.7314399113 -837955.8924417486)
182,18128,,-123.0833,-76.01666999999999,,,1970.0,1232.0,738.0,,,,-1279108.1523344219,-833308.9581110558,,POINT (-1279108.1523344219 -833308.9581110558)
183,18127,,-122.89,-76.015,,,1921.0,1967.0,-46.0,,,,-1282066.7858936337,-829088.8242970901,,POINT (-1282066.7858936337 -829088.8242970901)
184,18126,,-122.6817,-76.015,,,1930.0,1941.0,-11.0,,,,-1285072.4764096146,-824422.3750241278,,POINT (-1285072.4764096146 -824422.3750241278)
185,18125,,-122.475,-76.01167,,,1918.0,1940.0,-22.0,,,,-1288347.9335825348,-819978.0733101686,,POINT (-1288347.9335825348 -819978.0733101686)
186,18124,,-122.2833,-76.00667,,,1880.0,2279.0,-399.0,,,,-1291550.1185672903,-815957.295640666,,POINT (-1291550.1185672903 -815957.295640666)
187,18123,,-122.0667,-76.0,,,1869.0,2432.0,-563.0,,,,-1295248.540513373,-811459.2421277023,,POINT (-1295248.540513373 -811459.2421277023)
188,18122,,-121.675,-75.99,,,1836.0,2687.0,-851.0,,,,-1301703.80201403,-803164.2381340323,,POINT (-1301703.80201403 -803164.2381340323)
189,18121,,-121.475,-75.98666,,,1825.0,2742.0,-917.0,,,,-1304813.4300159884,-798807.7769318013,,POINT (-1304813.4300159884 -798807.7769318013)
190,1465432,,-121.8833,-75.99333,,,1862.0,2558.0,-696.0,,,,-1298463.6096888175,-807697.4160017358,,POINT (-1298463.6096888175 -807697.4160017358)
191,1465433,,-123.8917,-76.01666999999999,,,2075.0,1005.0,1070.0,,,,-1267223.8705771305,-851272.6630616235,,POINT (-1267223.8705771305 -851272.6630616235)
192,1465434,,-124.4783,-76.0,,,2026.0,1069.0,957.0,,,,-1259956.8517441016,-865241.9401991445,,POINT (-1259956.8517441016 -865241.9401991445)
193,1465435,,-124.7667,-75.92667,,,1958.0,1932.0,26.0,,,,-1262226.050787688,-876182.4335907378,,POINT (-1262226.050787688 -876182.4335907378)
194,1465436,,-125.2033,-75.81834,,,1804.0,1946.0,-142.0,,,,-1265272.2991010214,-892660.5659120382,,POINT (-1265272.2991010214 -892660.5659120382)
195,1465437,,-125.4967,-75.745,,,1653.0,1733.0,-80.0,,,,-1267269.0771137557,-903824.126842373,,POINT (-1267269.0771137557 -903824.126842373)
196,1465438,,-126.025,-75.73333000000001,,,1732.0,1887.0,-155.0,,,,-1259922.440057241,-916227.4365234887,,POINT (-1259922.440057241 -916227.4365234887)
197,1465439,,-126.6283,-75.76,,,1899.0,1309.0,590.0,,,,-1247844.8734978156,-927688.0322628375,,POINT (-1247844.8734978156 -927688.0322628375)
198,1465440,,-127.02,-75.78333,,,1986.0,1190.0,796.0,,,,-1239419.5026897402,-934648.074894409,,POINT (-1239419.5026897402 -934648.074894409)
199,1465441,,-127.6,-75.80833,,,1954.0,1000.0,954.0,,,,-1227710.6261354533,-945464.4617523089,,POINT (-1227710.6261354533 -945464.4617523089)
200,1465442,,-128.2,-75.79666999999999,,,2003.0,489.0,1514.0,,,,-1218753.0252774707,-959064.0601924241,,POINT (-1218753.0252774707 -959064.0601924241)
201,18080,,-116.2817,-75.34,,,1128.0,792.0,336.0,,,,-1435717.0766347894,-709005.0943576182,,POINT (-1435717.0766347894 -709005.0943576182)
202,18079,,-116.2983,-75.39166999999999,,,1141.0,989.0,152.0,,,,-1430398.9198920466,-706894.3720219,,POINT (-1430398.9198920466 -706894.3720219)
203,18078,,-116.3333,-75.44334,,,1103.0,1147.0,-44.0,,,,-1424856.2677909909,-705238.5241847045,,POINT (-1424856.2677909909 -705238.5241847045)
204,18077,,-116.35,-75.49167,,,1057.0,1801.0,-744.0,,,,-1419871.6373440947,-703286.6697781724,,POINT (-1419871.6373440947 -703286.6697781724)
205,18076,,-116.3683,-75.54166,,,1069.0,1391.0,-322.0,,,,-1414705.0796946161,-701290.3811359593,,POINT (-1414705.0796946161 -701290.3811359593)
206,18075,,-116.45,-75.58833,,,1116.0,1420.0,-304.0,,,,-1409093.7342287777,-701013.5461025169,,POINT (-1409093.7342287777 -701013.5461025169)
207,18074,,-116.5417,-75.63167,,,1110.0,1339.0,-229.0,,,,-1403692.8164121774,-701131.4514592864,,POINT (-1403692.8164121774 -701131.4514592864)
208,18106,,-116.8333,-75.61667,,,1182.0,1033.0,149.0,,,,-1401582.8309656554,-709013.1792132601,,POINT (-1401582.8309656554 -709013.1792132601)
209,18073,,-116.6333,-75.67667,,,1160.0,1095.0,65.0,,,,-1398133.0877004527,-701149.5473564927,,POINT (-1398133.0877004527 -701149.5473564927)
210,18107,,-117.025,-75.64166999999999,,,1232.0,996.0,236.0,,,,-1396746.1439370632,-712445.5449597108,,POINT (-1396746.1439370632 -712445.5449597108)
211,18108,,-117.3917,-75.675,,,1387.0,1033.0,354.0,,,,-1388893.607049562,-719678.826158385,,POINT (-1388893.607049562 -719678.826158385)
212,18072,,-116.815,-75.74834,,,1280.0,449.0,831.0,,,,-1388847.9760989933,-702014.031673591,,POINT (-1388847.9760989933 -702014.031673591)
213,18071,,-116.785,-75.81667,,,1612.0,866.0,746.0,,,,-1382488.7724332619,-697891.1028762332,,POINT (-1382488.7724332619 -697891.1028762332)
214,18109,,-117.775,-75.71167,,,1475.0,1377.0,98.0,,,,-1380469.4851241005,-727069.3846965882,,POINT (-1380469.4851241005 -727069.3846965882)
215,18070,,-116.8,-75.865,,,1602.0,1277.0,325.0,,,,-1377549.4920316217,-695850.3197174714,,POINT (-1377549.4920316217 -695850.3197174714)
216,18110,,-117.9667,-75.72833,,,1496.0,1378.0,118.0,,,,-1376406.2925832712,-730822.403872821,,POINT (-1376406.2925832712 -730822.403872821)
217,18111,,-118.3567,-75.75833,,,1553.0,1563.0,-10.0,,,,-1368488.3777795339,-738602.8927483516,,POINT (-1368488.3777795339 -738602.8927483516)
218,18112,,-118.5567,-75.77665999999999,,,1578.0,1574.0,4.0,,,,-1364126.3506126017,-742409.0230992374,,POINT (-1364126.3506126017 -742409.0230992374)
219,18113,,-118.9333,-75.80666,,,1626.0,1573.0,53.0,,,,-1356321.8680936329,-749758.7339280399,,POINT (-1356321.8680936329 -749758.7339280399)
220,18114,,-119.3083,-75.845,,,1655.0,1854.0,-199.0,,,,-1347699.2768841092,-756550.2950402618,,POINT (-1347699.2768841092 -756550.2950402618)
221,18115,,-119.4917,-75.87,,,1658.0,1902.0,-244.0,,,,-1342871.4325084053,-759503.3213801269,,POINT (-1342871.4325084053 -759503.3213801269)
222,18116,,-119.8833,-75.90334,,,1707.0,1505.0,202.0,,,,-1334462.0845516617,-766832.2536058464,,POINT (-1334462.0845516617 -766832.2536058464)
223,18117,,-120.075,-75.92166999999999,,,1712.0,1746.0,-34.0,,,,-1330140.2256935595,-770280.1071618979,,POINT (-1330140.2256935595 -770280.1071618979)
224,18118,,-120.4833,-75.95,,,1766.0,2074.0,-308.0,,,,-1321925.9401702455,-778154.9847794131,,POINT (-1321925.9401702455 -778154.9847794131)
225,18119,,-120.8917,-75.975,,,1808.0,2508.0,-700.0,,,,-1313980.8837000723,-786142.8323632795,,POINT (-1313980.8837000723 -786142.8323632795)
226,18120,,-121.0833,-75.98666,,,1825.0,2740.0,-915.0,,,,-1310243.9091551604,-789868.8816244245,,POINT (-1310243.9091551604 -789868.8816244245)
227,1465409,,-116.7733,-75.815,,,1603.0,219.0,1384.0,,,,-1382795.660161376,-697691.7299169509,,POINT (-1382795.660161376 -697691.7299169509)
228,1465410,,-116.735,-75.72,,,1240.0,766.0,474.0,,,,-1392618.1940259167,-701480.2031869631,,POINT (-1392618.1940259167 -701480.2031869631)
229,1465422,,-116.6483,-75.605,,,1110.0,870.0,240.0,,,,-1405015.4463591669,-705061.3798586983,,POINT (-1405015.4463591669 -705061.3798586983)
230,1465423,,-117.2083,-75.66,,,1322.0,886.0,436.0,,,,-1392661.5800011533,-715985.8812419927,,POINT (-1392661.5800011533 -715985.8812419927)
231,1465424,,-117.5917,-75.69167,,,1423.0,1105.0,318.0,,,,-1384743.4451464463,-723670.9762244903,,POINT (-1384743.4451464463 -723670.9762244903)
232,1465425,,-118.1583,-75.74167,,,1533.0,1391.0,142.0,,,,-1372657.6048637535,-734726.8035673376,,POINT (-1372657.6048637535 -734726.8035673376)
233,1465426,,-118.75,-75.78667,,,1606.0,1590.0,16.0,,,,-1360646.134479463,-746476.0313263881,,POINT (-1360646.134479463 -746476.0313263881)
234,1465427,,-119.125,-75.82667,,,1638.0,1680.0,-42.0,,,,-1351878.284147301,-753218.594741414,,POINT (-1351878.284147301 -753218.594741414)
235,1465428,,-119.675,-75.89166999999999,,,1684.0,1777.0,-93.0,,,,-1338358.9515286249,-762612.7002227473,,POINT (-1338358.9515286249 -762612.7002227473)
236,1465429,,-120.2833,-75.935,,,1714.0,1980.0,-266.0,,,,-1326062.0827184,-774369.7170881962,,POINT (-1326062.0827184 -774369.7170881962)
237,1465430,,-120.6833,-75.96,,,1769.0,2134.0,-365.0,,,,-1318253.5950997372,-782202.10506931,,POINT (-1318253.5950997372 -782202.10506931)
238,1465431,,-121.2667,-75.98333000000001,,,1826.0,2795.0,-969.0,,,,-1308022.631857776,-794249.344633909,,POINT (-1308022.631857776 -794249.344633909)
239,144846,,-122.3996,-77.0193,,,2164.0,2438.0,-274.0,,,,-1195746.4232708882,-758832.0453031984,,POINT (-1195746.4232708882 -758832.0453031984)
240,144845,,-122.4014,-77.0193,,,2163.0,2445.0,-282.0,,,,-1195722.5832690268,-758869.6104105125,,POINT (-1195722.5832690268 -758869.6104105125)
241,144844,,-122.4114,-77.0226,,,2161.0,2427.0,-266.0,,,,-1195283.6594996818,-758883.7222184595,,POINT (-1195283.6594996818 -758883.7222184595)
242,144843,,-122.4181,-77.0242,,,2160.0,2399.0,-239.0,,,,-1195046.3358108345,-758929.1362804658,,POINT (-1195046.3358108345 -758929.1362804658)
243,144842,,-122.4248,-77.02589,,,2159.0,2380.0,-221.0,,,,-1194800.6616793603,-758969.1971565688,,POINT (-1194800.6616793603 -758969.1971565688)
244,144841,,-122.4347,-77.02589,,,2157.0,2379.0,-222.0,,,,-1194669.5033813207,-759175.6325597866,,POINT (-1194669.5033813207 -759175.6325597866)
245,144840,,-122.4448,-77.02920999999999,,,2155.0,2392.0,-237.0,,,,-1194227.4615609006,-759190.288985454,,POINT (-1194227.4615609006 -759190.288985454)
246,144839,,-122.4515,-77.02920999999999,,,2154.0,2362.0,-208.0,,,,-1194138.675915719,-759329.9332426337,,POINT (-1194138.675915719 -759329.9332426337)
247,144838,,-122.4615,-77.0309,,,2151.0,2288.0,-137.0,,,,-1193849.276013478,-759438.5595141379,,POINT (-1193849.276013478 -759438.5595141379)
248,144837,,-122.4682,-77.03419,,,2149.0,2210.0,-61.0,,,,-1193455.1313752842,-759383.8810624719,,POINT (-1193455.1313752842 -759383.8810624719)
249,144836,,-122.4883,-77.03419,,,2145.0,2030.0,115.0,,,,-1193188.6575872689,-759802.5117282717,,POINT (-1193188.6575872689 -759802.5117282717)
250,144835,,-122.5016,-77.0376,,,2143.0,1899.0,244.0,,,,-1192695.9062418463,-759877.9169064142,,POINT (-1192695.9062418463 -759877.9169064142)
251,144834,,-122.5066,-77.0376,,,2141.0,1808.0,333.0,,,,-1192629.589842665,-759981.9963655763,,POINT (-1192629.589842665 -759981.9963655763)
252,144833,,-122.5217,-77.0392,,,2138.0,1689.0,449.0,,,,-1192280.8603939791,-760201.6617052275,,POINT (-1192280.8603939791 -760201.6617052275)
253,144832,,-122.5284,-77.04089,,,2137.0,1685.0,452.0,,,,-1192035.222448822,-760241.1184717705,,POINT (-1192035.222448822 -760241.1184717705)
254,144831,,-122.5551,-77.0475,,,2140.0,2322.0,-182.0,,,,-1191067.9806795057,-760405.2780117324,,POINT (-1191067.9806795057 -760405.2780117324)
255,144830,,-122.5618,-77.0475,,,2142.0,2245.0,-103.0,,,,-1190979.0529786814,-760544.5528002015,,POINT (-1190979.0529786814 -760544.5528002015)
256,144829,,-122.5702,-77.04919,,,2144.0,2183.0,-39.0,,,,-1190710.8799212445,-760619.0786839948,,POINT (-1190710.8799212445 -760619.0786839948)
257,144828,,-122.5868,-77.05251,,,2149.0,1912.0,237.0,,,,-1190182.7629236793,-760767.344528812,,POINT (-1190182.7629236793 -760767.344528812)
258,144827,,-122.5953,-77.0542,,,2152.0,1790.0,362.0,,,,-1189913.2744637427,-760843.763068655,,POINT (-1189913.2744637427 -760843.763068655)
259,144826,,-122.6003,-77.0542,,,2155.0,1687.0,468.0,,,,-1189846.8737891791,-760947.5996937078,,POINT (-1189846.8737891791 -760947.5996937078)
260,144825,,-122.6086,-77.0575,,,2158.0,1589.0,569.0,,,,-1189430.8626482612,-760924.3454995824,,POINT (-1189430.8626482612 -760924.3454995824)
261,144824,,-122.6237,-77.0575,,,2161.0,1517.0,644.0,,,,-1189230.2837528042,-761237.7872907912,,POINT (-1189230.2837528042 -761237.7872907912)
262,144823,,-122.6303,-77.0592,,,2162.0,1491.0,671.0,,,,-1188985.1106633581,-761273.9436747252,,POINT (-1188985.1106633581 -761273.9436747252)
263,144822,,-122.6321,-77.0609,,,2164.0,1493.0,671.0,,,,-1188803.7207256581,-761210.4636869091,,POINT (-1188803.7207256581 -761210.4636869091)
264,144821,,-122.6454,-77.0625,,,2166.0,1528.0,638.0,,,,-1188478.8022388176,-761391.4632955755,,POINT (-1188478.8022388176 -761391.4632955755)
